CorticalThickness,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,population_size,hemisphere,NAVR,NAVR_II,NAVR_corrected,NAVR_corrected_II,correction,population_size_livingpark,d_icv_thresholded
ASD_meta-analysis_casevsCN,L_bankssts,-0.07,,,,976,1060,,0.126,2036,lh,0.1679100593637136,1.013998909287148,0.007442482531975072,0.0839191468362422,0.0827605888602368,584,-0.07
ASD_meta-analysis_casevsCN,L_caudalanteriorcingulate,0.03,,,,974,1056,,0.4629999999999999,2030,lh,0.2181119375336781,1.0235100474810666,0.009667641660428364,0.0847062942339019,0.0827605888602368,584,0.03
ASD_meta-analysis_casevsCN,L_caudalmiddlefrontal,0.06,,,,977,1059,,0.147,2036,lh,0.1753441914871878,1.0152564136651865,0.007781555473679218,0.0840232186390629,0.0827605888602368,584,0.06
ASD_meta-analysis_casevsCN,L_cuneus,-0.06,,,,977,1057,,0.177,2034,lh,0.2145175843375185,1.0227501131703698,0.009505990565549231,0.0846434016228536,0.0827605888602368,584,-0.06
ASD_meta-analysis_casevsCN,L_entorhinal,-0.24,,,,973,1058,,0.0,2031,lh,0.347724072261647,1.058731330617085,0.01542776095010258,0.087621228366652,0.0827605888602368,584,-0.24
ASD_meta-analysis_casevsCN,L_fusiform,-0.19,,,,975,1059,,0.0,2034,lh,0.2199788565103603,1.0239095161739662,0.009752786768536565,0.0847393544981575,0.0827605888602368,584,-0.19
ASD_meta-analysis_casevsCN,L_inferiorparietal,-0.05,,,,977,1060,,0.298,2037,lh,0.1388691826870925,1.0095962806489438,0.006159808146344008,0.0835547826976114,0.0827605888602368,584,-0.05
ASD_meta-analysis_casevsCN,L_inferiortemporal,-0.16,,,,976,1059,,0.0,2035,lh,0.1931727905328623,1.01848697929932,0.00856854851272145,0.0842905821532955,0.0827605888602368,584,-0.16
ASD_meta-analysis_casevsCN,L_isthmuscingulate,0.05,,,,976,1056,,0.294,2032,lh,0.2212486498239776,1.024183072037872,0.009818737806365881,0.0847619941425406,0.0827605888602368,584,0.05
ASD_meta-analysis_casevsCN,L_lateraloccipital,-0.02,,,,975,1056,,0.083,2031,lh,0.1493056868036902,1.0110846592209386,0.006624368653904903,0.0836779617846767,0.0827605888602368,584,-0.02
ASD_meta-analysis_casevsCN,L_lateralorbitofrontal,0.0,,,,977,1057,,0.947,2034,lh,0.2368625051545744,1.0276691327212766,0.010509074289275971,0.0850505025775016,0.0827605888602368,584,
ASD_meta-analysis_casevsCN,L_lingual,-0.02,,,,976,1058,,0.147,2034,lh,0.2498141822812938,1.0307313547519894,0.011072818953871195,0.0853039338759842,0.0827605888602368,584,-0.02
ASD_meta-analysis_casevsCN,L_medialorbitofrontal,0.08,,,,977,1058,,0.063,2035,lh,0.2972194770645651,1.043235073004418,0.013183738253862303,0.0863387489614977,0.0827605888602368,584,0.08
ASD_meta-analysis_casevsCN,L_middletemporal,-0.12,,,,976,1060,,0.009,2036,lh,0.1664019105650013,1.0137502630528303,0.0073792602933662734,0.0838985687274721,0.0827605888602368,584,-0.12
ASD_meta-analysis_casevsCN,L_parahippocampal,-0.11,,,,974,1059,,0.019,2033,lh,0.1419923979078971,1.0100306139239714,0.006293702385118409,0.0835907283752143,0.0827605888602368,584,-0.11
ASD_meta-analysis_casevsCN,L_paracentral,-0.05,,,,977,1056,,0.233,2033,lh,0.2087907284844583,1.0215642751687584,0.00925448633317405,0.0845452609715474,0.0827605888602368,584,-0.05
ASD_meta-analysis_casevsCN,L_parsopercularis,-0.03,,,,976,1057,,0.489,2033,lh,0.1700048874171607,1.014347899759112,0.007535334152981887,0.0839480294932085,0.0827605888602368,584,-0.03
ASD_meta-analysis_casevsCN,L_parsorbitalis,0.04,,,,977,1058,,0.352,2035,lh,0.2585720930571187,1.0328889230250944,0.011475105442636436,0.0854824954967726,0.0827605888602368,584,0.04
ASD_meta-analysis_casevsCN,L_parstriangularis,0.05,,,,975,1056,,0.305,2031,lh,0.1947534591914286,1.0187879611906627,0.008630176175995687,0.0843154915918593,0.0827605888602368,584,0.05
ASD_meta-analysis_casevsCN,L_pericalcarine,-0.01,,,,977,1057,,0.083,2034,lh,0.2573619043092968,1.0325866306464109,0.011418588053229076,0.0854574776015048,0.0827605888602368,584,
