SurfaceArea,Structure,d_icv,se_icv,low_ci_icv,up_ci_icv,n_controls,n_patients,pobs,fdr_p,population_size,region,hemisphere,NAVR,NAVR_corrected,correction,population_size_livingpark,d_icv_thresholded
MDDadult_casevsCN,L_bankssts,-0.024,0.043,,,7487,1748,0.582,0.92,9235,L_bankssts,lh,0.1786116799446558,0.0037172468410030745,0.0840662703418397,566,-0.024
MDDadult_casevsCN,L_caudalanteriorcingulate,0.021,0.03,,,7590,1883,0.48,0.92,9473,L_caudalanteriorcingulate,lh,0.1683153490493292,0.0034555772927201515,0.0840662703418397,566,0.021
MDDadult_casevsCN,L_caudalmiddlefrontal,0.045,0.053,,,7605,1885,0.389,0.92,9490,L_caudalmiddlefrontal,lh,0.1391865515943926,0.002893603754518506,0.0840662703418397,566,0.045
MDDadult_casevsCN,L_cuneus,-0.007,0.03,,,7626,1889,0.818,0.92,9515,L_cuneus,lh,0.1320470351444211,0.002714839941590835,0.0840662703418397,566,-0.007
MDDadult_casevsCN,L_entorhinal,0.008,0.043,,,7434,1821,0.856,0.92,9255,L_entorhinal,lh,0.3530218209694457,0.007230926925944009,0.0840662703418397,566,0.008
MDDadult_casevsCN,L_fusiform,0.012,0.03,,,7503,1862,0.688,0.92,9365,L_fusiform,lh,0.1480590464773536,0.0030504952160000315,0.0840662703418397,566,0.012
MDDadult_casevsCN,L_inferiorparietal,-0.005,0.03,,,7587,1876,0.859,0.92,9463,L_inferiorparietal,lh,0.0921604482852544,0.0018939855267229985,0.0840662703418397,566,-0.005
MDDadult_casevsCN,L_inferiortemporal,0.046,0.044,,,7623,1869,0.294,0.92,9492,L_inferiortemporal,lh,0.1600867279656501,0.003283528099768945,0.0840662703418397,566,0.046
MDDadult_casevsCN,L_isthmuscingulate,0.063,0.058,,,7641,1893,0.283,0.92,9534,L_isthmuscingulate,lh,0.1325562515823995,0.0027290609348897994,0.0840662703418397,566,0.063
MDDadult_casevsCN,L_lateraloccipital,0.016,0.055,,,7633,1892,0.776,0.92,9525,L_lateraloccipital,lh,0.0874525302944431,0.0017978028563679352,0.0840662703418397,566,0.016
MDDadult_casevsCN,L_lateralorbitofrontal,0.041,0.036,,,7655,1901,0.253,0.92,9556,L_lateralorbitofrontal,lh,0.1678207846915011,0.003461694330112486,0.0840662703418397,566,0.041
MDDadult_casevsCN,L_lingual,0.028,0.059,,,7640,1894,0.632,0.92,9534,L_lingual,lh,0.1180788657866528,0.0024313877964425123,0.0840662703418397,566,0.028
MDDadult_casevsCN,L_medialorbitofrontal,0.035,0.059,,,7554,1869,0.552,0.92,9423,L_medialorbitofrontal,lh,0.2772285734046759,0.005750380335901771,0.0840662703418397,566,0.035
MDDadult_casevsCN,L_middletemporal,-0.034,0.051,,,7526,1802,0.513,0.92,9328,L_middletemporal,lh,0.1432600859199927,0.0029308555203055634,0.0840662703418397,566,-0.034
MDDadult_casevsCN,L_parahippocampal,-0.017,0.048,,,7592,1879,0.725,0.92,9471,L_parahippocampal,lh,0.253750614238687,0.005238936063452592,0.0840662703418397,566,-0.017
MDDadult_casevsCN,L_paracentral,0.018,0.068,,,7547,1865,0.788,0.92,9412,L_paracentral,lh,0.1580756850541815,0.0032346342396691436,0.0840662703418397,566,0.018
MDDadult_casevsCN,L_parsopercularis,-0.015,0.03,,,7619,1889,0.62,0.92,9508,L_parsopercularis,lh,0.141107643524262,0.00289409718778158,0.0840662703418397,566,-0.015
MDDadult_casevsCN,L_parsorbitalis,-0.002,0.051,,,7647,1899,0.965,0.965,9546,L_parsorbitalis,lh,0.2067718729739145,0.004310320470025993,0.0840662703418397,566,
MDDadult_casevsCN,L_parstriangularis,-0.063,0.03,,,7634,1894,0.037,0.87,9528,L_parstriangularis,lh,0.1342439775300349,0.002760300002773252,0.0840662703418397,566,-0.063
MDDadult_casevsCN,L_pericalcarine,-0.008,0.062,,,7654,1895,0.893,0.92,9549,L_pericalcarine,lh,0.1515153742526108,0.003102830412281063,0.0840662703418397,566,-0.008
