Structure,Cohen_d,n_patients,n_controls,population_size,hemisphere,NAVR,NAVR_II,NAVR_corrected,NAVR_corrected_II,correction,population_size_livingpark,Cohen_d_thresholded
L_bankssts,-0.35,4474,5098,9572,lh,0.1679100593637136,1.013998909287148,0.0034324590591071963,0.0839191468362422,0.0827605888602368,584,-0.35
L_caudalanteriorcingulate,-0.12,4474,5098,9572,lh,0.2181119375336781,1.0235100474810666,0.004458698297909639,0.0847062942339019,0.0827605888602368,584,-0.12
L_caudalmiddlefrontal,-0.36,4474,5098,9572,lh,0.1753441914871878,1.0152564136651865,0.0035844294309271786,0.0840232186390629,0.0827605888602368,584,-0.36
L_cuneus,-0.2,4474,5098,9572,lh,0.2145175843375185,1.0227501131703698,0.004385221638818808,0.0846434016228536,0.0827605888602368,584,-0.2
L_entorhinal,-0.2,4474,5098,9572,lh,0.347724072261647,1.058731330617085,0.007108261687399944,0.087621228366652,0.0827605888602368,584,-0.2
L_fusiform,-0.49,4474,5098,9572,lh,0.2199788565103603,1.0239095161739662,0.004496862318447869,0.0847393544981575,0.0827605888602368,584,-0.49
L_inferiorparietal,-0.36,4474,5098,9572,lh,0.1388691826870925,1.0095962806489438,0.0028387982587309638,0.0835547826976114,0.0827605888602368,584,-0.36
L_inferiortemporal,-0.45,4474,5098,9572,lh,0.1931727905328623,1.01848697929932,0.003948886072401871,0.0842905821532955,0.0827605888602368,584,-0.45
L_isthmuscingulate,-0.31,4474,5098,9572,lh,0.2212486498239776,1.024183072037872,0.0045228197481518165,0.0847619941425406,0.0827605888602368,584,-0.31
L_lateraloccipital,-0.33,4474,5098,9572,lh,0.1493056868036902,1.0110846592209386,0.0030521438631347392,0.0836779617846767,0.0827605888602368,584,-0.33
L_lateralorbitofrontal,-0.4,4474,5098,9572,lh,0.2368625051545744,1.0276691327212766,0.004842002049558818,0.0850505025775016,0.0827605888602368,584,-0.4
L_lingual,-0.35,4474,5098,9572,lh,0.2498141822812938,1.0307313547519894,0.005106763444157232,0.0853039338759842,0.0827605888602368,584,-0.35
L_medialorbitofrontal,-0.23,4474,5098,9572,lh,0.2972194770645651,1.043235073004418,0.006075834232084371,0.0863387489614977,0.0827605888602368,584,-0.23
L_middletemporal,-0.44,4474,5098,9572,lh,0.1664019105650013,1.0137502630528303,0.0034016291074876314,0.0838985687274721,0.0827605888602368,584,-0.44
L_parahippocampal,-0.28,4474,5098,9572,lh,0.1419923979078971,1.0100306139239714,0.0029026437985325473,0.0835907283752143,0.0827605888602368,584,-0.28
L_paracentral,-0.25,4474,5098,9572,lh,0.2087907284844583,1.0215642751687584,0.004268151831759436,0.0845452609715474,0.0827605888602368,584,-0.25
